sector_name,subsector_name,series_id,series_name,year,country_name,country_value,income_group_name,income_group_average,subregion_name,region_name,region_average
Gender,Education,60199,"Labor force with advanced education, male (percentage of male working-age population with advanced education)",2018,Albania,72.5,Upper Middle Income Country (World Bank Classification),82.0293939393939393939394,Balkans,Europe and Eurasia,80.6106818181818181818182
Gender,Education,60199,"Labor force with advanced education, male (percentage of male working-age population with advanced education)",2019,Albania,71.91,Upper Middle Income Country (World Bank Classification),82.4088571428571428571429,Balkans,Europe and Eurasia,80.6490909090909090909091
Environment and Global Climate Change,Energy resources,61509,"Regulatory Indicators for Sustainable Energy (RISE): Renewable Energy Pillar, Planning for renewable energy expansion score (0-100, higher is better)",2011,Albania,0.0,Upper Middle Income Country (World Bank Classification),22.3809524,Balkans,Europe and Eurasia,36.711711675675675675675675675676
Environment and Global Climate Change,Energy resources,61509,"Regulatory Indicators for Sustainable Energy (RISE): Renewable Energy Pillar, Planning for renewable energy expansion score (0-100, higher is better)",2012,Albania,0.0,Upper Middle Income Country (World Bank Classification),28.6904762857142857142857,Balkans,Europe and Eurasia,39.527027054054054054054054054054
Environment and Global Climate Change,Energy resources,61509,"Regulatory Indicators for Sustainable Energy (RISE): Renewable Energy Pillar, Planning for renewable energy expansion score (0-100, higher is better)",2013,Albania,0.0,Upper Middle Income Country (World Bank Classification),33.214285742857142857142857142857,Balkans,Europe and Eurasia,47.747747756756756756756756756757
Environment and Global Climate Change,Energy resources,61509,"Regulatory Indicators for Sustainable Energy (RISE): Renewable Energy Pillar, Planning for renewable energy expansion score (0-100, higher is better)",2014,Albania,0.0,Upper Middle Income Country (World Bank Classification),35.595238171428571428571428571429,Balkans,Europe and Eurasia,54.166666702702702702702702702703
Environment and Global Climate Change,Energy resources,61509,"Regulatory Indicators for Sustainable Energy (RISE): Renewable Energy Pillar, Planning for renewable energy expansion score (0-100, higher is better)",2015,Albania,0.0,Upper Middle Income Country (World Bank Classification),40.476190514285714285714285714286,Balkans,Europe and Eurasia,59.121621675675675675675675675676
Environment and Global Climate Change,Energy resources,61509,"Regulatory Indicators for Sustainable Energy (RISE): Renewable Energy Pillar, Planning for renewable energy expansion score (0-100, higher is better)",2016,Albania,8.333333,Upper Middle Income Country (World Bank Classification),47.738095257142857142857142857143,Balkans,Europe and Eurasia,66.891891918918918918918918918919
Environment and Global Climate Change,Energy resources,61509,"Regulatory Indicators for Sustainable Energy (RISE): Renewable Energy Pillar, Planning for renewable energy expansion score (0-100, higher is better)",2017,Albania,45.833333,Upper Middle Income Country (World Bank Classification),54.047619085714285714285714285714,Balkans,Europe and Eurasia,72.409909945945945945945945945946
Environment and Global Climate Change,Energy resources,61509,"Regulatory Indicators for Sustainable Energy (RISE): Renewable Energy Pillar, Planning for renewable energy expansion score (0-100, higher is better)",2018,Albania,45.833333,Upper Middle Income Country (World Bank Classification),57.1428572,Balkans,Europe and Eurasia,76.463964
Environment and Global Climate Change,Energy resources,61509,"Regulatory Indicators for Sustainable Energy (RISE): Renewable Energy Pillar, Planning for renewable energy expansion score (0-100, higher is better)",2019,Albania,45.833333,Upper Middle Income Country (World Bank Classification),59.523809542857142857142857142857,Balkans,Europe and Eurasia,80.29279272972972972972972972973
Environment and Global Climate Change,Energy resources,61509,"Regulatory Indicators for Sustainable Energy (RISE): Renewable Energy Pillar, Planning for renewable energy expansion score (0-100, higher is better)",2020,Albania,45.833333,Upper Middle Income Country (World Bank Classification),61.904761885714285714285714285714,Balkans,Europe and Eurasia,81.644144081081081081081081081081
Environment and Global Climate Change,Energy resources,61509,"Regulatory Indicators for Sustainable Energy (RISE): Renewable Energy Pillar, Planning for renewable energy expansion score (0-100, higher is better)",2021,Albania,45.833333,Upper Middle Income Country (World Bank Classification),63.809523771428571428571428571429,Balkans,Europe and Eurasia,81.756756675675675675675675675676
Education,Secondary Education,62444,"Completion rate, upper secondary education, both sexes (percentage)",2010,Albania,60.100002,Upper Middle Income Country (World Bank Classification),58.740148333333333333333333333333,Balkans,Europe and Eurasia,79.311818590909090909090909090909
Education,Secondary Education,62444,"Completion rate, upper secondary education, both sexes (percentage)",2011,Albania,63.200005,Upper Middle Income Country (World Bank Classification),61.601130711111111111111111111111,Balkans,Europe and Eurasia,81.517258227272727272727272727273
Education,Secondary Education,62444,"Completion rate, upper secondary education, both sexes (percentage)",2012,Albania,66.5,Upper Middle Income Country (World Bank Classification),62.332899409090909090909090909091,Balkans,Europe and Eurasia,81.657864162790697674418604651163
Education,Secondary Education,62444,"Completion rate, upper secondary education, both sexes (percentage)",2013,Albania,69.599998,Upper Middle Income Country (World Bank Classification),62.295715772727272727272727272727,Balkans,Europe and Eurasia,81.889200883720930232558139534884
Education,Secondary Education,62444,"Completion rate, upper secondary education, both sexes (percentage)",2014,Albania,72.599998,Upper Middle Income Country (World Bank Classification),63.378938227272727272727272727273,Balkans,Europe and Eurasia,83.169628558139534883720930232558
Education,Secondary Education,62444,"Completion rate, upper secondary education, both sexes (percentage)",2015,Albania,75.300003,Upper Middle Income Country (World Bank Classification),64.095378113636363636363636363636,Balkans,Europe and Eurasia,83.3200002325581395348837
Education,Secondary Education,62444,"Completion rate, upper secondary education, both sexes (percentage)",2016,Albania,77.800003,Upper Middle Income Country (World Bank Classification),65.263134954545454545454545454545,Balkans,Europe and Eurasia,83.469241186046511627906976744186
Education,Secondary Education,62444,"Completion rate, upper secondary education, both sexes (percentage)",2017,Albania,80.312111,Upper Middle Income Country (World Bank Classification),66.158482024390243902439024390244,Balkans,Europe and Eurasia,84.752669547619047619047619047619
Education,Secondary Education,62444,"Completion rate, upper secondary education, both sexes (percentage)",2018,Albania,81.800003,Upper Middle Income Country (World Bank Classification),66.682764189189189189189189189189,Balkans,Europe and Eurasia,84.679205325
Education,Secondary Education,62444,"Completion rate, upper secondary education, both sexes (percentage)",2019,Albania,83.200005,Upper Middle Income Country (World Bank Classification),68.217631228571428571428571428571,Balkans,Europe and Eurasia,87.065552916666666666666666666667
Education,Secondary Education,62444,"Completion rate, upper secondary education, both sexes (percentage)",2020,Albania,84.5,Upper Middle Income Country (World Bank Classification),70.0932938235294117647059,Balkans,Europe and Eurasia,87.367714228571428571428571428571
Health,Disease and Prevention,63133,Estimates of national immunization coverage (2021 revision) for children receiving first dose of the Inactivated Polio containing vaccine (IPV1) (percentage),2015,Albania,99.0,Upper Middle Income Country (World Bank Classification),74.28125,Balkans,Europe and Eurasia,93.575
Health,Disease and Prevention,63133,Estimates of national immunization coverage (2021 revision) for children receiving first dose of the Inactivated Polio containing vaccine (IPV1) (percentage),2016,Albania,98.0,Upper Middle Income Country (World Bank Classification),85.15555555555556,Balkans,Europe and Eurasia,94.53488372093023
Health,Disease and Prevention,63133,Estimates of national immunization coverage (2021 revision) for children receiving first dose of the Inactivated Polio containing vaccine (IPV1) (percentage),2017,Albania,99.0,Upper Middle Income Country (World Bank Classification),90.16666666666667,Balkans,Europe and Eurasia,96.06976744186047
Health,Disease and Prevention,63133,Estimates of national immunization coverage (2021 revision) for children receiving first dose of the Inactivated Polio containing vaccine (IPV1) (percentage),2018,Albania,99.0,Upper Middle Income Country (World Bank Classification),91.04,Balkans,Europe and Eurasia,96.0
Health,Disease and Prevention,63133,Estimates of national immunization coverage (2021 revision) for children receiving first dose of the Inactivated Polio containing vaccine (IPV1) (percentage),2019,Albania,99.0,Upper Middle Income Country (World Bank Classification),92.5,Balkans,Europe and Eurasia,96.86363636363636
Health,Disease and Prevention,63133,Estimates of national immunization coverage (2021 revision) for children receiving first dose of the Inactivated Polio containing vaccine (IPV1) (percentage),2020,Albania,99.0,Upper Middle Income Country (World Bank Classification),88.42,Balkans,Europe and Eurasia,95.90909090909091
Health,Disease and Prevention,63133,Estimates of national immunization coverage (2021 revision) for children receiving first dose of the Inactivated Polio containing vaccine (IPV1) (percentage),2021,Albania,98.0,Upper Middle Income Country (World Bank Classification),89.36,Balkans,Europe and Eurasia,95.81818181818182
Health,Disease and Prevention,63133,Estimates of national immunization coverage (2021 revision) for children receiving first dose of the Inactivated Polio containing vaccine (IPV1) (percentage),2022,Albania,98.0,Upper Middle Income Country (World Bank Classification),90.3,Balkans,Europe and Eurasia,95.31818181818182
Health,Disease and Prevention,63165,Estimates of national immunization coverage (2021 revision) for children receiving third dose of the Polio vaccine (POL3) (percentage),2012,Albania,99.0,Upper Middle Income Country (World Bank Classification),91.94,Balkans,Europe and Eurasia,95.11363636363636
Health,Disease and Prevention,63165,Estimates of national immunization coverage (2021 revision) for children receiving third dose of the Polio vaccine (POL3) (percentage),2013,Albania,99.0,Upper Middle Income Country (World Bank Classification),91.62,Balkans,Europe and Eurasia,95.36363636363636
Health,Disease and Prevention,63165,Estimates of national immunization coverage (2021 revision) for children receiving third dose of the Polio vaccine (POL3) (percentage),2014,Albania,98.0,Upper Middle Income Country (World Bank Classification),90.68,Balkans,Europe and Eurasia,94.13636363636364
Health,Disease and Prevention,63165,Estimates of national immunization coverage (2021 revision) for children receiving third dose of the Polio vaccine (POL3) (percentage),2015,Albania,99.0,Upper Middle Income Country (World Bank Classification),91.04,Balkans,Europe and Eurasia,93.54545454545455
Health,Disease and Prevention,63165,Estimates of national immunization coverage (2021 revision) for children receiving third dose of the Polio vaccine (POL3) (percentage),2016,Albania,98.0,Upper Middle Income Country (World Bank Classification),90.26,Balkans,Europe and Eurasia,93.61363636363636
Health,Disease and Prevention,63165,Estimates of national immunization coverage (2021 revision) for children receiving third dose of the Polio vaccine (POL3) (percentage),2017,Albania,99.0,Upper Middle Income Country (World Bank Classification),89.56,Balkans,Europe and Eurasia,92.88636363636364
Health,Disease and Prevention,63165,Estimates of national immunization coverage (2021 revision) for children receiving third dose of the Polio vaccine (POL3) (percentage),2018,Albania,99.0,Upper Middle Income Country (World Bank Classification),90.0,Balkans,Europe and Eurasia,93.36363636363636
Health,Disease and Prevention,63165,Estimates of national immunization coverage (2021 revision) for children receiving third dose of the Polio vaccine (POL3) (percentage),2019,Albania,99.0,Upper Middle Income Country (World Bank Classification),90.28,Balkans,Europe and Eurasia,93.93181818181818
Health,Disease and Prevention,63165,Estimates of national immunization coverage (2021 revision) for children receiving third dose of the Polio vaccine (POL3) (percentage),2020,Albania,98.0,Upper Middle Income Country (World Bank Classification),85.76,Balkans,Europe and Eurasia,92.84090909090909
Health,Disease and Prevention,63165,Estimates of national immunization coverage (2021 revision) for children receiving third dose of the Polio vaccine (POL3) (percentage),2021,Albania,98.0,Upper Middle Income Country (World Bank Classification),85.26,Balkans,Europe and Eurasia,92.29545454545455
Health,Disease and Prevention,63165,Estimates of national immunization coverage (2021 revision) for children receiving third dose of the Polio vaccine (POL3) (percentage),2022,Albania,98.0,Upper Middle Income Country (World Bank Classification),86.84,Balkans,Europe and Eurasia,92.0
Environment and Global Climate Change,Biodiversity,64066,"Environmental Performance Index (EPI): Ecosystem Vitality: Biodiversity and Habitat, score (0-100, higher is better)",2012,Albania,49.4,Upper Middle Income Country (World Bank Classification),44.1304347826087,Balkans,Europe and Eurasia,61.12045454545455
Environment and Global Climate Change,Biodiversity,64066,"Environmental Performance Index (EPI): Ecosystem Vitality: Biodiversity and Habitat, score (0-100, higher is better)",2022,Albania,63.9,Upper Middle Income Country (World Bank Classification),50.97173913043478,Balkans,Europe and Eurasia,69.62727272727273
Environment and Global Climate Change,Air quality,64070,"Environmental Performance Index (EPI): Ecosystem Vitality: Acid Rain, score (0-100, higher is better)",2012,Albania,87.4,Upper Middle Income Country (World Bank Classification),62.97826086956522,Balkans,Europe and Eurasia,84.65454545454545
Environment and Global Climate Change,Air quality,64070,"Environmental Performance Index (EPI): Ecosystem Vitality: Acid Rain, score (0-100, higher is better)",2022,Albania,90.2,Upper Middle Income Country (World Bank Classification),68.41304347826087,Balkans,Europe and Eurasia,90.72045454545455
Environment and Global Climate Change,Biodiversity,64084,"Environmental Performance Index (EPI): Ecosystem Vitality: Biodiversity and Habitat: Species Habitat Index, score (0-100, higher is better)",2012,Albania,94.4,Upper Middle Income Country (World Bank Classification),91.63333333333333,Balkans,Europe and Eurasia,89.07674418604651
Environment and Global Climate Change,Biodiversity,64084,"Environmental Performance Index (EPI): Ecosystem Vitality: Biodiversity and Habitat: Species Habitat Index, score (0-100, higher is better)",2022,Albania,82.2,Upper Middle Income Country (World Bank Classification),72.71190476190476,Balkans,Europe and Eurasia,81.76511627906977
Domestic Revenue Mobilization,Collecting Taxes: Tax Performance,65035,Value-added tax (VAT) buoyancy,2011,Albania,0.57,Upper Middle Income Country (World Bank Classification),2.575405405405405,Balkans,Europe and Eurasia,0.2037209302325581
Domestic Revenue Mobilization,Collecting Taxes: Tax Performance,65035,Value-added tax (VAT) buoyancy,2012,Albania,0.49,Upper Middle Income Country (World Bank Classification),1.582162162162162,Balkans,Europe and Eurasia,0.1195348837209302
Domestic Revenue Mobilization,Collecting Taxes: Tax Performance,65035,Value-added tax (VAT) buoyancy,2013,Albania,0.28,Upper Middle Income Country (World Bank Classification),0.2813157894736842,Balkans,Europe and Eurasia,0.02477272727272727
Domestic Revenue Mobilization,Collecting Taxes: Tax Performance,65035,Value-added tax (VAT) buoyancy,2014,Albania,0.14,Upper Middle Income Country (World Bank Classification),0.1954054054054054,Balkans,Europe and Eurasia,-0.06272727272727273
Domestic Revenue Mobilization,Collecting Taxes: Tax Performance,65035,Value-added tax (VAT) buoyancy,2015,Albania,-0.1,Upper Middle Income Country (World Bank Classification),0.1743589743589744,Balkans,Europe and Eurasia,-0.066666667
Domestic Revenue Mobilization,Collecting Taxes: Tax Performance,65035,Value-added tax (VAT) buoyancy,2016,Albania,-0.38,Upper Middle Income Country (World Bank Classification),0.1325,Balkans,Europe and Eurasia,-0.04044444444444444
Domestic Revenue Mobilization,Collecting Taxes: Tax Performance,65035,Value-added tax (VAT) buoyancy,2017,Albania,-0.46,Upper Middle Income Country (World Bank Classification),0.12125,Balkans,Europe and Eurasia,0.046
Domestic Revenue Mobilization,Collecting Taxes: Tax Performance,65035,Value-added tax (VAT) buoyancy,2018,Albania,-0.18,Upper Middle Income Country (World Bank Classification),0.1685,Balkans,Europe and Eurasia,0.128
Domestic Revenue Mobilization,Collecting Taxes: Tax Performance,65035,Value-added tax (VAT) buoyancy,2019,Albania,-0.23,Upper Middle Income Country (World Bank Classification),0.11125,Balkans,Europe and Eurasia,0.1522222222222222
Domestic Revenue Mobilization,Collecting Taxes: Tax Performance,65035,Value-added tax (VAT) buoyancy,2020,Albania,-0.25,Upper Middle Income Country (World Bank Classification),0.17875,Balkans,Europe and Eurasia,0.1768888888888889
Domestic Revenue Mobilization,Collecting Taxes: Tax Performance,65035,Value-added tax (VAT) buoyancy,2021,Albania,-0.14,Upper Middle Income Country (World Bank Classification),0.2035,Balkans,Europe and Eurasia,0.2573333333333333
Domestic Revenue Mobilization,Collecting Taxes: Tax Administration,65664,Functioning of public administrations: Efficiency of the tax administration (higher is better),2012,Albania,2.0,Upper Middle Income Country (World Bank Classification),2.298611111111111,Balkans,Europe and Eurasia,2.99375
Domestic Revenue Mobilization,Collecting Taxes: Tax Administration,65664,Functioning of public administrations: Efficiency of the tax administration (higher is better),2016,Albania,2.0,Upper Middle Income Country (World Bank Classification),2.215277777777778,Balkans,Europe and Eurasia,3.023255813953488
"Democracy, Human Rights, and Governance",Good Governance,65998,"Scaled indicator (latest year): Tax System Effectiveness (0-1, higher is better)",2024,Albania,0.453608,Upper Middle Income Country (World Bank Classification),0.395279421052631578947368,Balkans,Europe and Eurasia,0.455194307692307692307692
"Democracy, Human Rights, and Governance",Human Rights,67335,"Global Slavery Index: Estimated prevalence of population in modern slavery (victims per 1,000 population)",2018,Albania,6.870872,Upper Middle Income Country (World Bank Classification),4.44215545238095238095238,Balkans,Europe and Eurasia,3.83460445454545454545455
Education,General Education,67457,Human Capital Index (HCI): Learning-adjusted years of school (LAYS),2010,Albania,7.382478,Upper Middle Income Country (World Bank Classification),7.80078474074074074074074,Balkans,Europe and Eurasia,10.1944878048780487804878
Education,General Education,67457,Human Capital Index (HCI): Learning-adjusted years of school (LAYS),2017,Albania,8.92,Upper Middle Income Country (World Bank Classification),8.034102564102564,Balkans,Europe and Eurasia,10.42909090909091
Education,General Education,67457,Human Capital Index (HCI): Learning-adjusted years of school (LAYS),2018,Albania,8.851396,Upper Middle Income Country (World Bank Classification),8.02588588095238095238095,Balkans,Europe and Eurasia,10.4403811363636363636364
Education,General Education,67457,Human Capital Index (HCI): Learning-adjusted years of school (LAYS),2020,Albania,8.953018,Upper Middle Income Country (World Bank Classification),7.92317370454545454545455,Balkans,Europe and Eurasia,10.1962057777777777777778
Information and Communications Technology (ICT),Digital Economy,67655,"Global Competitiveness Index 4.0: Pillar 3: ICT adoption, score (0-100, higher is better)",2017,Albania,48.09187,Upper Middle Income Country (World Bank Classification),50.602260625,Balkans,Europe and Eurasia,64.7449309523809523809524
Information and Communications Technology (ICT),Digital Economy,67655,"Global Competitiveness Index 4.0: Pillar 3: ICT adoption, score (0-100, higher is better)",2018,Albania,52.33629,Upper Middle Income Country (World Bank Classification),53.7804148484848484848485,Balkans,Europe and Eurasia,66.8159774418604651162791
Information and Communications Technology (ICT),Digital Economy,67655,"Global Competitiveness Index 4.0: Pillar 3: ICT adoption, score (0-100, higher is better)",2019,Albania,52.87827,Upper Middle Income Country (World Bank Classification),56.6810508823529411764706,Balkans,Europe and Eurasia,69.2862772093023255813953
"Democracy, Human Rights, and Governance",Independent Media and Free Flow of Information,67850,"Varieties of Democracy: Government censorship effort-media, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2012,Albania,0.794,Upper Middle Income Country (World Bank Classification),0.4471590909090909,Balkans,Europe and Eurasia,1.723844444444444
"Democracy, Human Rights, and Governance",Independent Media and Free Flow of Information,67850,"Varieties of Democracy: Government censorship effort-media, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2013,Albania,0.514,Upper Middle Income Country (World Bank Classification),0.4245909090909091,Balkans,Europe and Eurasia,1.7058
"Democracy, Human Rights, and Governance",Independent Media and Free Flow of Information,67850,"Varieties of Democracy: Government censorship effort-media, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2014,Albania,0.514,Upper Middle Income Country (World Bank Classification),0.3501363636363636,Balkans,Europe and Eurasia,1.6812
"Democracy, Human Rights, and Governance",Independent Media and Free Flow of Information,67850,"Varieties of Democracy: Government censorship effort-media, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2015,Albania,0.514,Upper Middle Income Country (World Bank Classification),0.3265454545454545,Balkans,Europe and Eurasia,1.630022222222222
"Democracy, Human Rights, and Governance",Independent Media and Free Flow of Information,67850,"Varieties of Democracy: Government censorship effort-media, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2016,Albania,0.514,Upper Middle Income Country (World Bank Classification),0.2901818181818182,Balkans,Europe and Eurasia,1.530177777777778
"Democracy, Human Rights, and Governance",Independent Media and Free Flow of Information,67850,"Varieties of Democracy: Government censorship effort-media, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2017,Albania,0.385,Upper Middle Income Country (World Bank Classification),0.1914318181818182,Balkans,Europe and Eurasia,1.529266666666667
"Democracy, Human Rights, and Governance",Independent Media and Free Flow of Information,67850,"Varieties of Democracy: Government censorship effort-media, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2018,Albania,-0.039,Upper Middle Income Country (World Bank Classification),0.3518181818181818,Balkans,Europe and Eurasia,1.5056
"Democracy, Human Rights, and Governance",Independent Media and Free Flow of Information,67850,"Varieties of Democracy: Government censorship effort-media, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2019,Albania,-0.039,Upper Middle Income Country (World Bank Classification),0.3562045454545455,Balkans,Europe and Eurasia,1.607422222222222
"Democracy, Human Rights, and Governance",Independent Media and Free Flow of Information,67850,"Varieties of Democracy: Government censorship effort-media, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2020,Albania,-0.37,Upper Middle Income Country (World Bank Classification),0.2740909090909091,Balkans,Europe and Eurasia,1.510422222222222
"Democracy, Human Rights, and Governance",Independent Media and Free Flow of Information,67850,"Varieties of Democracy: Government censorship effort-media, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2021,Albania,-0.37,Upper Middle Income Country (World Bank Classification),0.1717954545454545,Balkans,Europe and Eurasia,1.415444444444444
"Democracy, Human Rights, and Governance",Independent Media and Free Flow of Information,67850,"Varieties of Democracy: Government censorship effort-media, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2022,Albania,-0.274,Upper Middle Income Country (World Bank Classification),0.1989318181818182,Balkans,Europe and Eurasia,1.359155555555556
Information and Communications Technology (ICT),Digital Economy,67960,"Global Competitiveness Index 4.0: Growth of innovative companies, score (0-100, higher is better)",2017,Albania,48.62318,Upper Middle Income Country (World Bank Classification),47.9723890625,Balkans,Europe and Eurasia,52.3177885714285714285714
Information and Communications Technology (ICT),Digital Economy,67960,"Global Competitiveness Index 4.0: Growth of innovative companies, score (0-100, higher is better)",2018,Albania,51.61787,Upper Middle Income Country (World Bank Classification),48.788740303030303030303,Balkans,Europe and Eurasia,53.8179132558139534883721
Information and Communications Technology (ICT),Digital Economy,67960,"Global Competitiveness Index 4.0: Growth of innovative companies, score (0-100, higher is better)",2019,Albania,46.11605,Upper Middle Income Country (World Bank Classification),49.2276508823529411764706,Balkans,Europe and Eurasia,54.6998860465116279069767
Information and Communications Technology (ICT),Digital Economy,67990,"Global Competitiveness Index 4.0: University-industry Collaboration in R and D, value (1-7, higher is better)",2017,Albania,3.427883,Upper Middle Income Country (World Bank Classification),3.436463625,Balkans,Europe and Eurasia,3.97614269047619047619048
Information and Communications Technology (ICT),Digital Economy,67990,"Global Competitiveness Index 4.0: University-industry Collaboration in R and D, value (1-7, higher is better)",2018,Albania,3.327068,Upper Middle Income Country (World Bank Classification),3.44070487878787878787879,Balkans,Europe and Eurasia,3.97468609302325581395349
Information and Communications Technology (ICT),Digital Economy,67990,"Global Competitiveness Index 4.0: University-industry Collaboration in R and D, value (1-7, higher is better)",2019,Albania,3.291366,Upper Middle Income Country (World Bank Classification),3.41172920588235294117647,Balkans,Europe and Eurasia,4.01229032558139534883721
Gender,Employment,68384,"Social Institutions and Gender Index (SIGI): Restricted access to productive and financial resources, Laws on access to formal financial services (0-1, lower is better) (2019 methodology)",2019,Albania,0.25,Upper Middle Income Country (World Bank Classification),0.13333333,Balkans,Europe and Eurasia,0.06111111111111111
Gender,Business Environment and Regulations,68720,"Can a woman work in an industrial job in the same way as a man? (1=yes, 0=no)",2013,Albania,1.0,Upper Middle Income Country (World Bank Classification),0.5833333333333333,Balkans,Europe and Eurasia,0.6888888888888889
Gender,Business Environment and Regulations,68720,"Can a woman work in an industrial job in the same way as a man? (1=yes, 0=no)",2014,Albania,1.0,Upper Middle Income Country (World Bank Classification),0.5833333333333333,Balkans,Europe and Eurasia,0.6888888888888889
Gender,Business Environment and Regulations,68720,"Can a woman work in an industrial job in the same way as a man? (1=yes, 0=no)",2015,Albania,1.0,Upper Middle Income Country (World Bank Classification),0.5833333333333333,Balkans,Europe and Eurasia,0.6888888888888889
Gender,Business Environment and Regulations,68720,"Can a woman work in an industrial job in the same way as a man? (1=yes, 0=no)",2016,Albania,1.0,Upper Middle Income Country (World Bank Classification),0.5833333333333333,Balkans,Europe and Eurasia,0.6888888888888889
Gender,Business Environment and Regulations,68720,"Can a woman work in an industrial job in the same way as a man? (1=yes, 0=no)",2017,Albania,1.0,Upper Middle Income Country (World Bank Classification),0.6041666666666667,Balkans,Europe and Eurasia,0.7111111111111111
Gender,Business Environment and Regulations,68720,"Can a woman work in an industrial job in the same way as a man? (1=yes, 0=no)",2018,Albania,1.0,Upper Middle Income Country (World Bank Classification),0.6041666666666667,Balkans,Europe and Eurasia,0.7333333333333333
Gender,Business Environment and Regulations,68720,"Can a woman work in an industrial job in the same way as a man? (1=yes, 0=no)",2019,Albania,1.0,Upper Middle Income Country (World Bank Classification),0.625,Balkans,Europe and Eurasia,0.7555555555555556
Gender,Business Environment and Regulations,68720,"Can a woman work in an industrial job in the same way as a man? (1=yes, 0=no)",2020,Albania,1.0,Upper Middle Income Country (World Bank Classification),0.625,Balkans,Europe and Eurasia,0.7555555555555556
Gender,Business Environment and Regulations,68720,"Can a woman work in an industrial job in the same way as a man? (1=yes, 0=no)",2021,Albania,1.0,Upper Middle Income Country (World Bank Classification),0.6458333333333333,Balkans,Europe and Eurasia,0.7777777777777778
Gender,Business Environment and Regulations,68720,"Can a woman work in an industrial job in the same way as a man? (1=yes, 0=no)",2022,Albania,1.0,Upper Middle Income Country (World Bank Classification),0.6458333333333333,Balkans,Europe and Eurasia,0.7777777777777778
Gender,Business Environment and Regulations,68720,"Can a woman work in an industrial job in the same way as a man? (1=yes, 0=no)",2023,Albania,1.0,Upper Middle Income Country (World Bank Classification),0.6875,Balkans,Europe and Eurasia,0.7777777777777778
Environment and Global Climate Change,Water resources,68899,"Ocean Health Index: Overall Index, goal score (0 to 100, higher is better)",2012,Albania,64.13,Upper Middle Income Country (World Bank Classification),66.2684615384615384615385,Balkans,Europe and Eurasia,68.200625
Environment and Global Climate Change,Water resources,68899,"Ocean Health Index: Overall Index, goal score (0 to 100, higher is better)",2013,Albania,63.32,Upper Middle Income Country (World Bank Classification),67.0423076923076923076923,Balkans,Europe and Eurasia,68.8215625
Environment and Global Climate Change,Water resources,68899,"Ocean Health Index: Overall Index, goal score (0 to 100, higher is better)",2022,Albania,66.86,Upper Middle Income Country (World Bank Classification),66.1515384615384615384615,Balkans,Europe and Eurasia,68.631875
Environment and Global Climate Change,Water resources,68899,"Ocean Health Index: Overall Index, goal score (0 to 100, higher is better)",2014,Albania,61.98,Upper Middle Income Country (World Bank Classification),67.0082051282051282051282,Balkans,Europe and Eurasia,67.703125
Environment and Global Climate Change,Water resources,68899,"Ocean Health Index: Overall Index, goal score (0 to 100, higher is better)",2015,Albania,62.38,Upper Middle Income Country (World Bank Classification),67.0225641025641025641026,Balkans,Europe and Eurasia,67.901875
Environment and Global Climate Change,Water resources,68899,"Ocean Health Index: Overall Index, goal score (0 to 100, higher is better)",2016,Albania,62.91,Upper Middle Income Country (World Bank Classification),66.9702564102564102564103,Balkans,Europe and Eurasia,68.024375
Environment and Global Climate Change,Water resources,68899,"Ocean Health Index: Overall Index, goal score (0 to 100, higher is better)",2017,Albania,63.68,Upper Middle Income Country (World Bank Classification),66.8092307692307692307692,Balkans,Europe and Eurasia,68.1009375
Environment and Global Climate Change,Water resources,68899,"Ocean Health Index: Overall Index, goal score (0 to 100, higher is better)",2018,Albania,63.55,Upper Middle Income Country (World Bank Classification),66.6597435897435897435897,Balkans,Europe and Eurasia,68.4221875
Environment and Global Climate Change,Water resources,68899,"Ocean Health Index: Overall Index, goal score (0 to 100, higher is better)",2019,Albania,64.23,Upper Middle Income Country (World Bank Classification),66.4456410256410256410256,Balkans,Europe and Eurasia,69.4375
Environment and Global Climate Change,Water resources,68899,"Ocean Health Index: Overall Index, goal score (0 to 100, higher is better)",2020,Albania,64.95,Upper Middle Income Country (World Bank Classification),65.4841025641025641025641,Balkans,Europe and Eurasia,68.3071875
Environment and Global Climate Change,Water resources,68899,"Ocean Health Index: Overall Index, goal score (0 to 100, higher is better)",2021,Albania,66.42,Upper Middle Income Country (World Bank Classification),65.7630769230769230769231,Balkans,Europe and Eurasia,68.3728125
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68981,"Varieties of Democracy: Abuse of defamation and copyright laws by elites, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2012,Albania,0.324,Upper Middle Income Country (World Bank Classification),0.04079545454545455,Balkans,Europe and Eurasia,1.301266666666667
